Wall time,Step,Value
1639025831.0644002,510,0.1658611297607422
1639025866.176989,1021,0.12227894365787506
1639025901.3862553,1532,0.11265876889228821
1639025936.5649686,2043,0.09292367845773697
1639025971.5630693,2554,0.09176530689001083
1639026006.7457485,3065,0.08602388948202133
1639026041.541881,3576,0.08091897517442703
1639026076.6464553,4087,0.08092137426137924
1639026111.617224,4598,0.08903566002845764
1639026146.773661,5109,0.0949956402182579
1639026183.3922052,5620,0.07584899663925171
1639026220.4551315,6131,0.07722990214824677
1639026257.800934,6642,0.07672713696956635
1639026294.0362885,7153,0.06732508540153503
1639026330.2535455,7664,0.07879716902971268
1639026366.6855822,8175,0.08035584539175034
1639026402.5487802,8686,0.07876193523406982
1639026438.9744403,9197,0.0691058337688446
1639026474.8680017,9708,0.07993706315755844
1639026511.7122455,10219,0.07018671929836273
