Wall time,Step,Value
1639001789.715957,718,0.1353577822446823
1639001891.3800974,1437,0.07029316574335098
1639001993.4281378,2156,0.06107693538069725
1639002095.190162,2875,0.056294068694114685
1639002197.1319766,3594,0.05194174870848656
1639002298.9534779,4313,0.05104776471853256
1639002400.9889207,5032,0.047856807708740234
1639002502.831747,5751,0.04711760953068733
1639002604.8188195,6470,0.046766795217990875
1639002706.6659021,7189,0.04505002871155739
1639002808.7145455,7908,0.043246012181043625
1639002911.1294904,8627,0.0436946302652359
1639003013.191752,9346,0.041467271745204926
1639003115.296533,10065,0.04203000292181969
1639003217.9701934,10784,0.040120821446180344
1639003320.0111754,11503,0.038483161479234695
1639003422.153396,12222,0.037654224783182144
1639003524.2279332,12941,0.03879478946328163
1639003626.3919678,13660,0.038130395114421844
1639003728.633012,14379,0.037193283438682556
